epoch,step,train/acc_macro,train/f1_macro,train/loss_epoch,train/loss_step,val/acc_macro,val/f1_macro,val/loss
0,4,,,,1.4755754470825195,,,
0,9,,,,1.3814467191696167,,,
0,14,,,,1.5717132091522217,,,
0,19,,,,1.3617957830429077,,,
0,24,,,,1.323191523551941,,,
0,29,,,,1.3126592636108398,,,
0,34,,,,1.358738660812378,,,
0,39,,,,1.3082467317581177,,,
0,44,,,,1.3516128063201904,,,
0,49,,,,1.3737173080444336,,,
0,54,,,,1.3591951131820679,,,
0,59,,,,1.3147602081298828,,,
0,64,,,,1.4055947065353394,,,
0,69,,,,1.2035720348358154,,,
0,74,,,,1.3097556829452515,,,
0,79,,,,1.2259893417358398,,,
0,84,,,,1.2568070888519287,,,
0,89,,,,1.4164336919784546,,,
0,94,,,,1.3965014219284058,,,
0,99,,,,1.3848438262939453,,,
0,104,,,,1.162608027458191,,,
0,109,,,,1.3249565362930298,,,
0,114,,,,1.245294451713562,,,
0,119,,,,1.2629926204681396,,,
0,124,,,,1.3521020412445068,,,
0,129,,,,1.3423914909362793,,,
0,134,,,,1.331968069076538,,,
0,139,,,,1.2455246448516846,,,
0,144,,,,1.2231477499008179,,,
0,149,,,,1.2486437559127808,,,
0,154,,,,1.2249369621276855,,,
0,159,,,,1.2326176166534424,,,
0,164,,,,1.3341935873031616,,,
0,169,,,,1.2211065292358398,,,
0,174,,,,1.279075264930725,,,
0,179,,,,1.389890432357788,,,
0,184,,,,1.2027053833007812,,,
0,189,,,,1.3680957555770874,,,
0,194,,,,1.2435302734375,,,
0,199,,,,1.2813241481781006,,,
0,204,,,,1.2261972427368164,,,
0,209,,,,1.1728193759918213,,,
0,214,,,,1.4378998279571533,,,
0,219,,,,1.2706438302993774,,,
0,224,,,,1.1914899349212646,,,
0,229,,,,1.2907564640045166,,,
0,234,,,,1.4224570989608765,,,
0,239,,,,1.4665946960449219,,,
0,244,,,,1.3070094585418701,,,
0,249,,,,1.0968703031539917,,,
0,254,,,,1.345923900604248,,,
0,259,,,,1.1960266828536987,,,
0,264,,,,1.232000470161438,,,
0,269,,,,1.2950334548950195,,,
0,274,,,,1.251805067062378,,,
0,279,,,,1.2454583644866943,,,
0,284,,,,1.3442519903182983,,,
0,289,,,,1.3958028554916382,,,
0,294,,,,1.289417028427124,,,
0,299,,,,1.1440963745117188,,,
0,304,,,,1.3987596035003662,,,
0,309,,,,1.2790324687957764,,,
0,314,,,,1.4128410816192627,,,
0,319,,,,1.2291754484176636,,,
0,324,,,,1.1921217441558838,,,
0,329,,,,1.3750183582305908,,,
0,334,,,,1.1086456775665283,,,
0,339,,,,1.2918651103973389,,,
0,344,,,,1.314896583557129,,,
0,349,,,,1.2218906879425049,,,
0,354,,,,1.290879487991333,,,
0,357,,,,,0.17451919615268707,0.10887972265481949,1.2369502782821655
0,357,0.17216722667217255,0.11019808053970337,1.3085039854049683,,,,
1,359,,,,1.2607979774475098,,,
1,364,,,,1.1794400215148926,,,
1,369,,,,1.1521868705749512,,,
1,374,,,,1.3051480054855347,,,
1,379,,,,1.1804929971694946,,,
1,384,,,,1.293992280960083,,,
1,389,,,,1.2334797382354736,,,
1,394,,,,1.2536612749099731,,,
1,399,,,,1.1239855289459229,,,
1,404,,,,1.3290010690689087,,,
1,409,,,,1.1270931959152222,,,
1,414,,,,1.1996819972991943,,,
1,419,,,,1.2377461194992065,,,
1,424,,,,1.1780599355697632,,,
1,429,,,,1.3819828033447266,,,
1,434,,,,1.311286449432373,,,
1,439,,,,1.375833511352539,,,
1,444,,,,1.247604250907898,,,
1,449,,,,1.1782333850860596,,,
1,454,,,,1.1857722997665405,,,
1,459,,,,1.1948851346969604,,,
1,464,,,,1.2453229427337646,,,
1,469,,,,1.2343324422836304,,,
1,474,,,,1.3409912586212158,,,
1,479,,,,1.3176984786987305,,,
1,484,,,,1.1850926876068115,,,
1,489,,,,1.3892793655395508,,,
1,494,,,,1.1906814575195312,,,
1,499,,,,1.2410988807678223,,,
1,504,,,,1.3956401348114014,,,
1,509,,,,1.4059092998504639,,,
1,514,,,,1.3222600221633911,,,
1,519,,,,1.4061750173568726,,,
1,524,,,,1.1925842761993408,,,
1,529,,,,1.204246997833252,,,
1,534,,,,1.3602899312973022,,,
1,539,,,,1.2914104461669922,,,
1,544,,,,1.180666208267212,,,
1,549,,,,1.1570219993591309,,,
1,554,,,,1.2320585250854492,,,
1,559,,,,1.2720704078674316,,,
1,564,,,,1.1966807842254639,,,
1,569,,,,1.2996834516525269,,,
1,574,,,,1.433511734008789,,,
1,579,,,,1.3133206367492676,,,
1,584,,,,1.2573933601379395,,,
1,589,,,,1.198486566543579,,,
1,594,,,,1.329410195350647,,,
1,599,,,,1.2748596668243408,,,
1,604,,,,1.2320592403411865,,,
1,609,,,,1.3033089637756348,,,
1,614,,,,1.2205947637557983,,,
1,619,,,,1.2855029106140137,,,
1,624,,,,1.1864721775054932,,,
1,629,,,,1.239366054534912,,,
1,634,,,,1.248412847518921,,,
1,639,,,,1.2862389087677002,,,
1,644,,,,1.3580220937728882,,,
1,649,,,,1.128912329673767,,,
