fold,baseline_val_loss,baseline_acc,graph_val_loss,graph_acc,delta_loss,delta_acc
0,1.7420014853034516,0.34084699453551914,1.4259835481643677,0.46087387204170227,-0.3160179371390839,0.12002687750618313
