epoch,step,train/acc_macro,train/f1_macro,train/loss_epoch,train/loss_step,val/acc_macro,val/f1_macro,val/loss
0,4,,,,1.5446909666061401,,,
0,9,,,,1.340720534324646,,,
0,14,,,,1.3806694746017456,,,
0,19,,,,1.4789241552352905,,,
0,24,,,,1.3899798393249512,,,
0,29,,,,1.2852126359939575,,,
0,34,,,,1.4004852771759033,,,
0,39,,,,1.2791571617126465,,,
0,44,,,,1.3410629034042358,,,
0,49,,,,1.3068387508392334,,,
0,54,,,,1.3384755849838257,,,
0,59,,,,1.1821931600570679,,,
0,64,,,,1.428450345993042,,,
0,69,,,,1.2491769790649414,,,
0,74,,,,1.4947361946105957,,,
0,79,,,,1.2271063327789307,,,
0,84,,,,1.2853469848632812,,,
0,89,,,,1.2112466096878052,,,
0,94,,,,1.3102962970733643,,,
0,99,,,,1.384267807006836,,,
0,104,,,,1.250281572341919,,,
0,109,,,,1.2399166822433472,,,
0,114,,,,1.2724038362503052,,,
0,119,,,,1.2131143808364868,,,
0,124,,,,1.3099777698516846,,,
0,129,,,,1.248572587966919,,,
0,134,,,,1.1694602966308594,,,
0,139,,,,1.398186206817627,,,
0,144,,,,1.2883100509643555,,,
0,149,,,,1.2554175853729248,,,
0,154,,,,1.3125576972961426,,,
0,159,,,,1.2193620204925537,,,
0,164,,,,1.3238797187805176,,,
0,169,,,,1.3121963739395142,,,
0,174,,,,1.3425424098968506,,,
0,179,,,,1.1830334663391113,,,
0,184,,,,1.2535409927368164,,,
0,189,,,,1.1450347900390625,,,
0,194,,,,1.444941759109497,,,
0,199,,,,1.3211252689361572,,,
0,204,,,,1.3485835790634155,,,
0,209,,,,1.2998836040496826,,,
0,214,,,,1.2387720346450806,,,
0,219,,,,1.3559526205062866,,,
0,224,,,,1.2206850051879883,,,
0,229,,,,1.0426223278045654,,,
0,234,,,,1.3410868644714355,,,
0,239,,,,1.2053555250167847,,,
0,244,,,,1.1531829833984375,,,
0,249,,,,1.20945405960083,,,
0,254,,,,1.2181978225708008,,,
0,259,,,,1.1852601766586304,,,
0,264,,,,1.293856143951416,,,
0,269,,,,1.4210460186004639,,,
0,274,,,,1.3403503894805908,,,
0,279,,,,1.2125244140625,,,
0,284,,,,1.2708091735839844,,,
0,289,,,,1.3729798793792725,,,
0,294,,,,1.2805099487304688,,,
0,299,,,,1.1842691898345947,,,
0,304,,,,1.29524827003479,,,
0,309,,,,1.2913546562194824,,,
0,314,,,,1.1954401731491089,,,
0,319,,,,1.243765115737915,,,
0,324,,,,1.2640063762664795,,,
0,327,,,,,0.18167929351329803,0.10464097559452057,1.2820473909378052
0,327,0.17152607440948486,0.11246928572654724,1.303648829460144,,,,
1,329,,,,1.274569034576416,,,
1,334,,,,1.1986310482025146,,,
1,339,,,,1.0557345151901245,,,
1,344,,,,1.256205677986145,,,
1,349,,,,1.1460002660751343,,,
1,354,,,,1.2347816228866577,,,
1,359,,,,1.3924415111541748,,,
1,364,,,,1.3063695430755615,,,
1,369,,,,1.2502455711364746,,,
1,374,,,,1.1690688133239746,,,
1,379,,,,1.2244929075241089,,,
1,384,,,,1.2238446474075317,,,
1,389,,,,1.3415966033935547,,,
1,394,,,,1.3383150100708008,,,
1,399,,,,1.2563457489013672,,,
1,404,,,,1.2817342281341553,,,
1,409,,,,1.3249486684799194,,,
1,414,,,,1.2307872772216797,,,
1,419,,,,1.240502119064331,,,
1,424,,,,1.201721429824829,,,
1,429,,,,1.2330445051193237,,,
1,434,,,,1.170483946800232,,,
1,439,,,,1.3098642826080322,,,
1,444,,,,1.1226049661636353,,,
1,449,,,,1.2834372520446777,,,
1,454,,,,1.2573941946029663,,,
1,459,,,,1.1354447603225708,,,
1,464,,,,1.1522376537322998,,,
1,469,,,,1.3479703664779663,,,
1,474,,,,1.3338491916656494,,,
1,479,,,,1.2228660583496094,,,
1,484,,,,1.212066650390625,,,
1,489,,,,1.2025705575942993,,,
1,494,,,,1.2668728828430176,,,
1,499,,,,1.2292951345443726,,,
1,504,,,,1.3304334878921509,,,
1,509,,,,1.170912504196167,,,
1,514,,,,1.2973425388336182,,,
1,519,,,,1.0738184452056885,,,
1,524,,,,1.2290315628051758,,,
1,529,,,,1.1577132940292358,,,
1,534,,,,1.3449807167053223,,,
1,539,,,,1.1712217330932617,,,
1,544,,,,1.2539424896240234,,,
1,549,,,,1.444496512413025,,,
1,554,,,,1.102679967880249,,,
1,559,,,,1.2698875665664673,,,
1,564,,,,1.3231260776519775,,,
1,569,,,,1.3624053001403809,,,
1,574,,,,1.1417455673217773,,,
1,579,,,,1.2555949687957764,,,
1,584,,,,1.1907975673675537,,,
1,589,,,,1.329637050628662,,,
1,594,,,,1.2975013256072998,,,
1,599,,,,1.130242943763733,,,
1,604,,,,1.3142307996749878,,,
1,609,,,,1.2858095169067383,,,
1,614,,,,1.289498209953308,,,
1,619,,,,1.1735024452209473,,,
1,624,,,,1.3642146587371826,,,
1,629,,,,1.1326411962509155,,,
1,634,,,,1.108924388885498,,,
1,639,,,,1.36195969581604,,,
1,644,,,,1.1800731420516968,,,
1,649,,,,1.2178068161010742,,,
1,654,,,,1.004784107208252,,,
1,655,,,,,0.18268296122550964,0.10974112898111343,1.2779951095581055
1,655,0.18358783423900604,0.12612341344356537,1.2319027185440063,,,,
2,659,,,,1.1062692403793335,,,
2,664,,,,1.1613497734069824,,,
2,669,,,,1.2438451051712036,,,
2,674,,,,1.1250715255737305,,,
2,679,,,,1.0766352415084839,,,
2,684,,,,1.2689321041107178,,,
2,689,,,,1.187825083732605,,,
2,694,,,,1.1500179767608643,,,
2,699,,,,1.0849666595458984,,,
2,704,,,,1.1142661571502686,,,
2,709,,,,1.167838454246521,,,
2,714,,,,1.1260734796524048,,,
2,719,,,,1.1049020290374756,,,
2,724,,,,1.158188819885254,,,
2,729,,,,1.2938863039016724,,,
2,734,,,,1.1510794162750244,,,
2,739,,,,1.2464344501495361,,,
2,744,,,,1.1436233520507812,,,
2,749,,,,0.9904267191886902,,,
2,754,,,,1.3570563793182373,,,
